input_lang,output_lang
Which river does the Brooklyn Bridge cross?,Welke rivier overspant de Brooklyn Bridge?
Give me the websites of companies with more than 500000 employees.,Geef me de websites van alle ondernemingen met meer dan 500000 werknemers.
What is the official website of Tom Cruise?,Wat is de officiële website van Tom Cruise?
Give me all movies with Tom Cruise.,Noem alle films met Tom Cruise.
Who created Wikipedia?,Wie heeft Wikipedia opgericht?
How many films did Hal Roach produce?,Hoeveel films heeft Hal Roach geproduceerd?
In which country does the Nile start?,In welk land ontspringt de Nijl?
Which states of Germany are governed by the Social Democratic Party?,In welke Duitse deelstaten is de SPD aan de macht?
How tall is Claudia Schiffer?,Hoe lang is Claudia Schiffer?
Which television shows were created by Walt Disney?,Welke televisieseries werden bedacht door Walt Disney?
What is the highest place of Karakoram?,Wat is het hoogste punt van de Karakoram?
Give me all cities in New Jersey with more than 100000 inhabitants.,Geef alle steden in New Jersey met meer dan 100000 inwoners.
Which actors were born in Germany?,Welke acteurs zijn geboren in Duitsland?
Give me all people with first name Jimmy.,Noem alle personen met de voornaam Jimmy.
Which mountain is the highest after the Annapurna?,Welke berg is na de Annapurna de hoogste berg?
How often was Michael Jordan divorced?,Hoe vaak is Michael Jackson gescheiden?
Who designed the Brooklyn Bridge?,Wie ontwierp de Brooklyn Bridge?
Which classis do tree frogs belong to?,Tot welke klasse behoren boomkikkers?
Was Natalie Portman born in the United States?,Werd Natalie Portman geboren in de Verenigde Staten?
Which countries have more than two official languages?,Welke landen hebben meer dan twee officiële talen?
When did Latvia join the EU?,Wanneer trad Letland toe tot de EU?
Who created Goofy?,Wie bedacht Goofy?
Give me all soccer clubs in Spain.,Noem alle Spaanse voetbalclubs.
Who is the mayor of New York City?,Wie is de burgemeester van New York?
Which organizations were founded in 1950?,Welke organisaties werden opgericht in 1950?
Which presidents were born in 1945?,Welke presidenten werden geboren in 1945?
Through which countries does the Yenisei river flow?,Door welke landen stroomt de Jenisej?
Which museum exhibits The Scream by Munch?,In welk museum hangt De Schreeuw van Munch?
Which budget did the first movie of Zdenek Sverak have?,Welk budget had de eerste film van Zdenek Sverak
Give me the capitals of all countries in Africa.,Noem de hoofdsteden van alle landen in Afrika.
Which states border Illinois?,Welke staten grenzen aan Illinois?
Which countries have places with more than two caves?,Welke landen hebben plaatsen met meer dan twee grotten?
Which European countries have a constitutional monarchy?,Welke Europese landen zijn een constitutionele monarchie?
What is the highest mountain in Australia?,Wat is de hoogste berg van Australië?
Which capitals in Europe were host cities of the summer olympic games?,In welke Europese hoofdsteden waren de Olympische Zomerspelen?
Who was the wife of U.S. president Lincoln?,Wie was de vrouw van de Amerikaanse president Lincoln?
"Which airports are located in California, USA?",Welke vliegvelden liggen in Californië?
Is Christian Bale starring in Batman Begins?,Speelt Christian Bale in Batman Begins?
In which programming language is GIMP written?,In welke programmeertaal is GIMP geschreven?
In which country is the Limerick Lake?,In welk land ligt Limerick Lake?
Which monarchs of the United Kingdom were married to a German?,Welke monarchen van het Verenigd Koninkrijk waren getrouwd met een Duitser?
Give me all female German chancellors.,Geef me alle vrouwelijke Duitse bondskanseliers.
Give me all video games published by Mean Hamster Software.,Geef me alle videogames van Mean Hamster Software.
Who produced films starring Natalie Portman?,Wie produceerde films waarin Natalie Portman speelde?
In which films did Julia Roberts as well as Richard Gere play?,In welke films speelden zowel Julia Roberts als Richard Gere?
How many films did Leonardo DiCaprio star in?,In hoeveel films speelde Leonardo DiCaprio?
Give me all school types.,Noem alle schooltypes.
Give me the birthdays of all actors of the television show Charmed.,Noem de verjaardag van alle acteurs uit de televisieserie Charmed.
In which city did John F. Kennedy die?,In welke stad kwam John F. Kennedy om het leven?
How many monarchical countries are there in Europe?,Hoeveel monarchieën zijn er in Europa?
Give me all presidents of the United States.,Noem alle presidenten van de Verenigde Staten.
Who produced the most films?,Wie produceerde de meeste films?
Which languages are spoken in Estonia?,Welke talen worden gesproken in Estland?
Is there a video game called Battle Chess?,Bestaat er een videospel met de naam Battle Chess?
Which mountains are higher than the Nanga Parbat?,Welke bergen zijn hoger dan de Nanga Parbat?
When is the movie Worst Case Scenario going to be in cinemas in the Netherlands?,Wanneer komt de film Worst Case Scenario in Nederland in de bioscoop?
Is Jens Friebe a vegan?,Is Jens Friebe vegetariër?
Which telecommunications organizations are located in Belgium?,Welke telecom-bedrijven zijn gevestigd in België?
Which companies work in the aerospace industry as well as on nuclear reactor technology?,Welke bedrijven zijn zowel actief in de ruimtevaartindustrie als in de nucleaire industrie?
Which state of the USA has the highest population density?,Welke deelstaat van de Verenigde Staten heeft de hoogste bevolkingsdichtheid?
Is the wife of president Obama called Michelle?,Heet de echtgenote van president Barack Obama Michelle?
What is the highest mountain?,Wat is de hoogste berg?
Give me all Canadian Grunge record labels.,Noem alle Canadese grunge-platenlabels.
What is the currency of the Czech Republic?,Wat is de munteenheid van Tsjechië?
Give me all books written by Danielle Steel.,Noem alle boeken van Danielle Steel.
In which films directed by Garry Marshall was Julia Roberts starring?,In welke films die werden geregisseerd door Garry Marshall speelde Julia Roberts?
Who developed the video game World of Warcraft?,Wie heeft het videospel World of Warcraft ontwikkeld?
Who owns Aldi?,Wie is de eigenaar van Aldi?
How many employees does IBM have?,Hoeveel medewerkers heeft IBM?
What is the area code of Berlin?,Wat is het kengetal van Berlijn?
When was the Battle of Gettysburg?,Wanneer was de Slag bij Gettysburg?
What are the official languages of the Philippines?,Wat zijn de  officiële talen van de Filippijnen?
Is Frank Herbert still alive?,Leeft Frank Herbert nog?
How many big fires struck Paris during the Middle Ages?,Hoeveel grote branden troffen Parijs in de Middeleeuwen?
Who wrote the book Les Piliers de la terre?,Wie schreef het boek De Pilaren van de Aarde?
Give me the homepage of Forbes.,Geef de homepage van Forbes.
Is proinsulin a protein?,Is proinsuline een proteïne?
Which awards did WikiLeaks win?,Welke prijzen heeft WikiLeaks gewonnen?
List all episodes of the first season of the HBO television series The Sopranos!,Noem alle afleveringen van het eerste seizoen van de HBO-serie The Sopranos.
Which country has the most official languages?,Welk land heeft de meeste officiële talen.
Which U.S. states possess gold minerals?,In welke deelstaat van de Verenigde Staten komt goud voor?
What is the most beautiful painting?,Wat is het mooiste schilderij?
Who is the daughter of Ingrid Bergman married to?,Met wie is de dochter van Ingrid Bergman getrouwd?
Is Egypts largest city also its capital?,Is de grootste stad van Egypte ook de hoofdstad?
Which caves have more than 3 entrances?,Welke grotten hebben meer dan drie ingangen?
Give me all films produced by Hal Roach.,Noem alle films die zijn geproduceerd door Hal Roach.
Which bridges are of the same type as the Manhattan Bridge?,Welke bruggen zijn van hetzelfde type als de Manhattan Bridge?
Was U.S. president Jackson involved in a war?,Was president Jackson van de Verenigde Staten betrokken bij een oorlog?
Which software has been developed by organizations founded in California?,Welke software is ontwikkeld door bedrijven opgericht in Californië?
Who has been the 5th president of the United States of America?,Wie was de vijfde president van de Verenigde Staten?
Which music albums contain the song Last Christmas?,Op welke muziekalbums staat het nummer Last Christmas?
Give me all female Russian astronauts.,Geef alle vrouwelijke Russische astronauten.
Give me all actors starring in Last Action Hero.,Noem alle acteurs uit de film Last Action Hero.
Give me all companies in the advertising industry.,Noem alle bedrijven die in de reclamebranche actief zijn.
Give me all animal species that live in the Teutoburg Forest.,Noem alle diersoorten die leven in het Teutoburgerwoud.
Which countries in the European Union adopted the Euro?,Welke landen in de Europese Unie hebben de Euro geïntroduceerd?
When was Capcom founded?,Wanneer werd Capcom opgericht?
Give me all soccer clubs in the Premier League.,Noem alle clubs uit de Premier League.
Who is the owner of Universal Studios?,Wie is de eigenaar van Universal Studios?
What did Bruce Carver die from?,Waaraan overleed Bruce Carver?
How often did Jane Fonda marry?,Hoe vaak is Jane Fonda getrouwd?
Which books by Kerouac were published by Viking Press?,Welke boeken van Jack Kerouac werden uitgegeven door Viking Press?
Which U.S. state has the highest population density?,Welke deelstaat van de Verenigde Staten heeft de hoogste bevolkingsdichtheid?
What is the founding year of the brewery that produces Pilsner Urquell?,Wanneer werd de brouwerij opgericht die Pilsner Urquell produceert?
Give me all federal chancellors of Germany.,Noem alle Duitse bondskanseliers.
In which U.S. state is Mount McKinley located?,In welke deelstaat van de Verenigde Staten is Mount McKinley gelegen?
When was the Statue of Liberty built?,Wanneer werd het Vrijheidsbeeld gebouwd?
Give me all people that were born in Vienna and died in Berlin.,Noem alle personen die geboren zijn in Wenen en gestorven zijn in Berlijn.
How tall is Michael Jordan?,Hoe lang is Michael Jordan?
What is the total amount of men and women serving in the FDNY?,Wat is het totale aantal vrouwen en mannen dat werkt bij de brandweer van New York?
Give me all breeds of the German Shepherd dog.,Noem alle soorten Duitse herders.
What is the official language of Suriname?,Wat is de officiële taal van Suriname?
Who composed the music for Harold and Maude?,Wie componeerde de muziek voor Harold and Maude
In which city was the former Dutch queen Juliana buried?,In welke stad is de voormalige Nederlandse koningin Juliana bijgezet?
Who wrote the book The Pillars of the Earth?,Wie schreef het boek De Pilaren van de Aarde?
What are the nicknames of San Francisco?,Wat zijn bijnamen van San Francisco?
Which companies work in the aerospace industry as well as in medicine?,Welke bedrijven zijn zowel actief in de ruimtevaartindustrie als in de geneeskunde?
Are tree frogs a type of amphibian?,Zijn boomkikkers een soort amfibie?
What were the main discoveries of the Mars rover Curiosity?,Wat zijn de meest belangrijke ontdekkingen van de Mars rover Curiosity?
Where is the residence of the prime minister of Spain?,Waar woont de premier van Spanje?
Which countries have more than ten caves?,Welke landen hebben meer dan tien grotten?
Give me all sister cities of Brno.,Geef alle zustersteden van Brno.
Which other weapons did the designer of the Uzi develop?,Welke andere wapens heeft de uitvinder van de Uzi ontwikkeld?
Which countries adopted the Euro?,Welke landen hebben de Euro geïntroduceerd?
Which country does the creator of Miffy come from?,Uit welk land komt de bedenker van Nijntje?
Give me all female given names.,Geef me alle vrouwelijke voornaamen.
Was Margaret Thatcher a chemist?,Was Margaret Thatcher een chemicus?
Which German cities have more than 250000 inhabitants?,Welke Duitse steden hebben meer dan 250000 inwoners?
Was Marc Chagall a jew?,Was Marc Chagall joods?
How many Aldi stores are there?,Hoeveel Aldi winkels zijn er?
What is the capital of Canada?,Wat is de hoofdstad van Canada?
What is the average temperature on Hawaii?,Wat is de gemiddelde temperatuur op Hawaii?
In which U.S. state is Fort Knox located?,In welke staat van de Verenigde Staten ligt Fort Knox?
For which label did Elvis record his first album?,Bij welk platenlabel verscheen het eerste album van Elvis Presley?
Do Prince Harry and Prince William have the same mother?,Hebben prins Harry en prins William dezelfde moeder?
In which military conflicts did Lawrence of Arabia participate?,Bij welke militaire conflicten was Lawrence of Arabia betrokken?
Who invented the zipper?,Wie heeft de ritssluiting uitgevonden?
Which U.S. states are in the same time zone as Utah?,Welke staten van de Verenigde Staten liggen in dezelfde tijdzone als Utah?
Give me all islands that belong to Japan.,Geef alle eilanden die behoren tot Japan.
Who was the first president of the United States?,Wie was de eerste president van de Verenigde Staten?
Who developed Minecraft?,Wie ontwikkelde Minecraft?
Which Chess players died in the same place they were born in?,Welke schakers stierven in hun geboorteplaats?
How many space missions have there been?,Hoeveel ruimtereizen zijn er geweest?
Give me all cars that are produced in Germany.,Geef alle auto's die in Duitsland gemaakt worden.
How many children did Benjamin Franklin have?,Hoeveel kinderen had Benjamin Franklin?
Is Michelle Obama the wife of Barack Obama?,Is Michelle Obama de vrouw van Barack Obama?
Give me all actors starring in movies directed by William Shatner.,Geef alle acteurs van films waar William Shatner de regie van voerde.
List the children of Margaret Thatcher.,Noem alle kinderen van Margaret Thatcher.
Which professional surfers were born in Australia?,Welke professionele surfers werden geboren in Australië?
Who is the editor of Forbes?,Wie is de uitgever van Forbes.
Who is the youngest player in the Premier League?,Wie is de jongste speler in de Premier League?
What is the second highest mountain on Earth?,Wat is de op één na hoogste berg ter wereld?
Give me all books by William Goldman with more than 300 pages.,Geef alle boeken van William Goldman met meer dan 300 pagina's.
Give me all Danish films.,Noem alle Deense films.
What is the largest city in Australia?,Wat is de grootste stad van Australië?
Who painted The Storm on the Sea of Galilee?,Wie schilderde Christus in de storm op het meer van Galilea?
Give me all launch pads operated by NASA.,Noem alle lanceerplatformen van de NASA.
Who wrote the lyrics for the Polish national anthem?,Wie schreef het Poolse volkslied?
Who created the comic Captain America?,Wie schreef het stripverhaal Captain America?
Who was the father of Queen Elizabeth II?,Wie was de vader van koningin Elizabeth II?
Which U.S. state has the abbreviation MN?,Welke staat van de Verenigde Staten heeft de afkorting MN?
Which movies did Kurosawa direct after Rashomon?,Welke films heeft Kurosawa geregisseerd na Rashomon?
List all episodes of the first season of the HBO television series The Sopranos.,Noem alle afleveringen van het eerste seizoen van de HBO-serie The Sopranos.
Give me a list of all American inventions.,Geef een lijst van alle Amerikaanse uitvindingen.
Which films starring Clint Eastwood did he direct himself?,"Welke films waarin Clint Eastwood speelde, werden ook door hem geregisseerd?"
Who are the parents of the wife of Juan Carlos I?,Hoe heten de ouders van de vrouw van Juan Carlos I?
What is the birth name of Angela Merkel?,Wat is de meisjesnaam van Angela Merkel?
In which UK city are the headquarters of the MI6?,In welke Britse stad is het hoofdkwartier van MI6 gevestigd?
What is the longest river?,Wat is de langste rivier?
Did Socrates influence Aristotle?,Beïnvloedde Socrates Aristoteles?
Who was called Scarface?,Wie werd er Scarface genoemd?
Is Christian Bale starring in Velvet Goldmine?,Speelt Christian Bale in Velvet Goldmine?
What is the time zone of Salt Lake City?,In welke tijdzone ligt Salt Lake City?
List all games by GMT.,Noem alle spelen van GMT.
Which organizations were founded in 1930?,Welke organisaties werden opgericht in 1930?
To which countries does the Himalayan mountain system extend?,Over welke landen strekt de Himalaya zich uit?
When was Alberta admitted as province?,Wanneer werd de provincie Alberta gesticht?
Which countries are connected by the Rhine?,Welke landen worden door de Rijn verbonden?
Give me all cosmonauts.,Geef alle kosmonauten.
Who is the mayor of Tel Aviv?,Wie is de burgemeester van Tel Aviv?
Which ships were called after Benjamin Franklin?,Welke schepen zijn genoemd naar Benjamin Franklin?
Who is the husband of Amanda Palmer?,Wie is de echtgenoot van Amanda Palmer?
How many employees does Google have?,Hoeveel werknemers heeft Google?
Does Breaking Bad have more episodes than Game of Thrones?,Heeft Breaking Bad meer afleveringen dan Game of Thrones?
Give me a list of all bandleaders that play trumpet.,Geef me een lijst van alle bandleider die trompet spelen.
When did Michael Jackson die?,Wanneer overleed Michael Jackson?
How many languages are spoken in Turkmenistan?,Hoeveel talen worden er gesproken in Turkmenistan?
How many inhabitants does Maribor have?,Hoeveel inwoners heeft Maribor?
Give me a list of all lakes in Denmark.,Noem alle meren in Denemarken.
Which Greek goddesses dwelt on Mount Olympus?,Welke Griekse godinnen woonden op de Olympus?
How high is the Mount Everest?,Hoe hoog is de Mount Everest?
Give me all communist countries.,Geef alle communistische landen.
Which instruments does Cat Stevens play?,Welke instrumenten speeld Cat Stevens?
Sean Parnell is the governor of which U.S. state?,Sean Parnell is de gouverneur van welke staat van de Verenigde Staten?
Did Tesla win a nobel prize in physics?,Heeft Tesla ooit de Nobelprijs voor de Natuurkunde gewonnen?
Who is the governor of Wyoming?,Wie is de gouverneur van Wyoming?
When were the Hells Angels founded?,Wanneer zijn de Hells Angels opgericht?
Give me all libraries established earlier than 1400.,Geef me alle bibliotheken die voor 1400 werden opgericht.
How many countries are there in Europe?,Hoeveel landen zijn er in Europa?
Who is the mayor of Berlin?,Wie is de burgemeester van Berlijn?
How many people live in the capital of Australia?,Hoeveel mensen wonen er in de hoofdstad van Australië?
Who founded Intel?,Wie is de oprichter van Intel?
Give me all B-sides of the Ramones.,Geef alle B-kantjes van singles van de Ramones.
Give me all Apollo 14 astronauts.,Geef de astronauten van Apollo 14.
Give me all world heritage sites designated within the past two years.,Noem alle plaatsen op de Werelderfgoedlijst die in de laatste twee jaar zijn toegevoegd.
Which cities does the Weser flow through?,Door welke steden loopt de Weser?
Give me all movies directed by Francis Ford Coppola.,Geef alle films die werden geregisseerd door Francis Ford Coppola.
What is the ruling party in Lisbon?,Welke partij is aan de macht in Lissabon?
Who produces Orangina?,Wie is de producent van Orangina?
Give me all companies in Munich.,Noem alle bedrijven in München.
What is the melting point of copper?,Wat is het smeltpunt van koper?
Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?,Was de Cubacrisis eerder dan de invasie in de Varkensbaai?
Who was John F. Kennedy's vice president?,Wie was de vicepresident onder John F. Kennedy?
Who is the Formula 1 race driver with the most races?,Wie is de Formule 1-coureur met de meeste races op zijn naam?
Which U.S. state has been admitted latest?,Welke staat van de Verenigde Staten is als laatste toegetreden?
Give me all Methodist politicians.,Geef alle politici die methodist zijn.
What is the highest place of the Urals?,Wat is het hoogste punt van de Oeral?
Which monarchs were married to a German?,Welke monarchen waren getrouwd met een Duitser?
Show me all songs from Bruce Springsteen released between 1980 and 1990.,Geef alle songs van Bruce Springsteen die werden uitgebracht tussen 1980 en 1990.
Give me all professional skateboarders from Sweden.,Noem alle professionele skateboarders uit Zweden.
Give me all members of Prodigy.,Noem alle leden van Prodigy.
How many students does the Free University in Amsterdam have?,Hoeveel studenten heeft de Vrije Universiteit in Amsterdam?
Give me all Australian nonprofit organizations.,Noem alle Australische organisaties zonder winstoogmerk.
In which country does the Ganges start?,In welk land ontspringt de Ganges?
Do Prince Harry and Prince William have the same parents?,Hebben prins Harry en prins William dezelfde ouders?
How many missions does the Soyuz programme have?,Hoeveel missies zijn er in het Soyuz programma?
Give me all Danish movies.,Noem alle Deense films.
Is Rita Wilson the wife of Tom Hanks?,Is Rita Wilson de vrouw van Tom Hanks?
Who was called Frank The Tank?,Wie werd er Frank The Tank genoemd?
Which movies did Kurosawa direct?,Welke films heeft Kurosawa geregisseerd?
Which television shows were created by John Cleese?,Welke televisieseries werden bedacht door John Cleese?
Which awards did Douglas Hofstadter win?,Welke prijzen heeft Douglas Hofstadter gewonnen?
Who is the daughter of Robert Kennedy married to?,Met wie is de dochter van Robert Kennedy getrouwd?
Who is the owner of Rolls-Royce?,Wie is de eigenaar van Rolls-Royce?
Was the wife of president Lincoln called Mary?,Heette de echtgenote van president Lincoln Mary?
Who was the 16th president of the United States?,Wie was de 16de president van de Verenigde Staten?
Is Pamela Anderson a vegan?,Is Pamela Anderson vegetariër?
Give me all animal species that live in the Amazon rainforest.,Noem alle diersoorten die leven in het Amazoneregenwoud.
How many inhabitants does the largest city in Canada have?,Hoeveel inwoners heeft de grootste stadt in Canada?
In which studio did the Beatles record their first album?,In welke studio hadden de Beatles hun eerste album opgenomen?
Who was the first to climb Mount Everest?,Wie was de eerste die de Mount Everest beklom?
How many programming languages are there?,Hoeveel programmeertalen zijn er?
What is the official color of the University of Oxford?,Wat is de officiële kleur van de universiteit Oxford?
How many gold medals did Michael Phelps win at the 2008 Olympics?,Hoeveel gouden medailles heeft Michael Phelps op de Olympische Spelen van 2008 gewonnen?
To which artistic movement did the painter of The Three Dancers belong?,Tot welke artistieke stijl behoort de schilder van de Drie Dansers?
Give me all animals that are extinct.,Toon alle uitgestorven dieren.
Does Abraham Lincoln's death place have a website?,Heeft de stad waarin Abraham Lincoln is overleden een website?
How deep is Lake Placid?,Hoe diep is Lake Placid?
Give me the grandchildren of Bruce Lee.,Toon alle kleinkinderen van Bruce Lee.
Who is the youngest Darts player?,Wie is de jongste dartsspeler?
Where was Bach born?,Waar was Bach geboren?
In which countries can you pay using the West African CFA franc?,In welke landen kan je met de Westafrikaanse CFA-frank betalen?
What are the top-10 action role-playing video games according to IGN?,Wat zijn de top-10 actie role-playing computerspellen volgens IGN?
What is the most frequent cause of death?,Wat is de meest voorkomende doodsoorzaak?
Does the Isar flow into a lake?,Mondt de Isar uit in een meer?
Give me all films produced by Steven Spielberg with a budget of at least $80 million.,Toon alle films die door Steven Spielberg worden geproduceerd en die een budget van minstens 80 miljoen dollar hadden.
Give me all writers that won the Nobel Prize in literature.,Toon alle schrijvers die de Nobelprijs in literatuur hebben gewonnen.
